Incidencia de notas nas Listas de Aproveitamento digitadas (Parâmetros: 20182, CTC, INE, null,        )
semestre;centroDoDepartamento;nomeDoCentro;departamento;nomeDoDepartamento_Campus;turmaDoCurso;disciplina;nomeDaDisciplina;HorasAulas;qtdeNota10,0;qtdeNota9,5_9,0;qtdeNota8,5_8,0;qtdeNota7,5_7,0;qtdeNota6,5_6,0;qtdeNota5,5_5,0;qtdeNota4,5_4,0;qtdeNota3,5_3,0;qtdeNota2,5_2,0;qtdeNota1,5_0,5;nota0_FS;nota0_FI; qtdeDeAlunosDaTurmaComNotas;mencaoI; Aprovados;Reprovados_FS;Reprovados_FI;
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ENGENHARIA CIVIL                                                                                                                                                                                                                                           ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 13 ; 11 ; 6 ; 3 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 34 ; 0 ; 33 ; 1 ; 0 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ENGENHARIA DE ALIMENTOS                                                                                                                                                                                                                                    ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 1 ; 1 ; 0 ; 2 ; 6 ; 0 ; 0 ; 2 ; 1 ; 3 ; 0 ; 3 ; 19 ; 0 ; 10 ; 6 ; 3 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ENGENHARIA DE CONTROLE E AUTOMAÇÃO                                                                                                                                                                                                                         ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 14 ; 8 ; 3 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 3 ; 32 ; 0 ; 27 ; 2 ; 3 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ENGENHARIA QUÍMICA                                                                                                                                                                                                                                         ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 0 ; 0 ; 1 ; 1 ; 2 ; 0 ; 0 ; 2 ; 4 ; 0 ; 0 ; 1 ; 11 ; 0 ; 4 ; 6 ; 1 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ENGENHARIA SANITÁRIA E AMBIENTAL                                                                                                                                                                                                                           ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 3 ; 0 ; 2 ; 0 ; 0 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 0 ; 8 ; 0 ; 5 ; 3 ; 0 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; METEOROLOGIA                                                                                                                                                                                                                                               ; INE5108 ; Estatística e Probabilidade para Ciências Exatas                                                     ; 54 ; 1 ; 2 ; 1 ; 3 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ; 10 ; 0 ; 8 ; 0 ; 2 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; ARQUIVOLOGIA                                                                                                                                                                                                                                               ; INE5111 ; Estatística Aplicada I                                                                               ; 72 ; 0 ; 3 ; 4 ; 2 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2 ; 14 ; 0 ; 12 ; 0 ; 2 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; BIBLIOTECONOMIA (noturno)                                                                                                                                                                                                                                  ; INE5111 ; Estatística Aplicada I                                                                               ; 72 ; 0 ; 2 ; 4 ; 4 ; 9 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 2 ; 22 ; 0 ; 19 ; 1 ; 2 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; CIÊNCIA DA INFORMAÇÃO                                                                                                                                                                                                                                      ; INE5111 ; Estatística Aplicada I                                                                               ; 72 ; 0 ; 0 ; 2 ; 1 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 9 ; 0 ; 6 ; 0 ; 3 ; 
 20182 ; CTC ; Tecnológico                                                  ; INE ; Informática e Estatística                                    ; CIÊNCIAS ECONÔMICAS                                                                                                                                                                                                                                        ; INE5113 ; Introdução à Estatística                                                                             ; 72 ; 0 ; 1 ; 2 ; 5 ; 7 ; 4 ; 5 ; 5 ; 5 ; 6 ; 0 ; 12 ; 52 ; 0 ; 15 ; 25 ; 12 ; 
